From	To
149620_at	41249
57217_at	22808
144608_at	31604
93429_at	22787
8856_at	855742
8574_at	854124
7552_at	856329
8350_at	854368
162466_at	69010
85329_at	101927760
342_at	5167
9701_at	854949
81696_at	79800
57464_at	140850
6546_at	851508
8492_at	854230
81873_at	64342
5358_at	850570
51389_at	729121
91464_at	92856
8994_at	855595
150372_at	42650
56129_at	23196
56895_at	63906
5324_at	850584
146664_at	35529
546_at	5569
7748_at	856102
84775_at	100507472
64838_at	5874
10678_at	853755
6706_at	851325
54777_at	83693
150365_at	42637
221092_at	22806
7205_at	852456
54739_at	101929427
94235_at	14897
94121_at	20762
4707_at	853194
7922_at	855955
56623_at	7691
147727_at	37644
10089_at	850942
5983_at	852080
9028_at	855535
57818_at	57185
11329_at	851271
5298_at	852629
59353_at	55200
54790_at	55129
51371_at	646498
11161_at	853307
93145_at	234366
9392_at	855295
11009_at	853492
114804_at	26466
7334_at	852309
1392_at	2870
140699_at	56637
51714_at	118429
80069_at	7373
79817_at	83942
80820_at	57396
6794_at	850463
8895_at	855680
9424_at	855237
91304_at	26290
57186_at	256471
132946_at	72486
65986_at	100129387
10390_at	850685
5800_at	851986
57721_at	757
6457_at	851612
2329_at	852030
3097_at	851602
168002_at	69060
79269_at	440508
54888_at	79364
253018_at	829956
9938_at	851119
6693_at	851311
9447_at	855215
51703_at	83732
51014_at	23767
112609_at	68742
50855_at	81839
150209_at	42342
10590_at	853852
9683_at	854981
890_at	7319
624_at	5865
80333_at	54986
11326_at	851265
242_at	4134
780_at	100506403
2815_at	850340
8491_at	854229
4818_at	853122
90313_at	100532724
6640_at	851421
92999_at	20474
5578_at	856877
759_at	5740
11230_at	853243
92342_at	20664
9808_at	1466418
4617_at	3799973
63977_at	93487
10538_at	853891
91694_at	55745
8399_at	854323
165904_at	74088
11078_at	853418
80307_at	57466
253650_at	829125
1773_at	100529261
10677_at	853753
55666_at	84693
8850_at	855736
1842_at	1649
55116_at	374986
150297_at	42505
57560_at	80326
148753_at	39588
1794_at	896
7567_at	856298
887_at	10715
246119_at	832157
144348_at	31018
5702_at	856720
55669_at	114757
6332_at	851719
828_at	5732
8612_at	854117
9537_at	855120
257169_at	822020
9100_at	855472
8193_at	854531
1296_at	1013
8649_at	854059
114801_at	19258
59082_at	84955
168448_at	79555
4438_at	856501
7691_at	856184
57679_at	55084
466_at	100093631
8788_at	855770
9142_at	855420
79799_at	79875
1418_at	4843
5535_at	856935
57379_at	11234
171392_at	20821
859_at	1545
4907_at	853011
9772_at	854925
6689_at	851307
4335_at	856580
10988_at	853468
10078_at	850979
5523_at	856922
79782_at	3148
9349_at	855297
221400_at	53904
9917_at	851146
64062_at	55170
84892_at	8658
1315_at	4946
1434_at	5728
7422_at	852203
7571_at	856303
54602_at	8021
9027_at	855581
10721_at	853705
4915_at	852970
7761_at	856118
11342_at	851208
59271_at	60680
6474_at	851576
2627_at	854175
54933_at	4067
6238_at	851813
6656_at	851391
79675_at	55211
51170_at	403313
84253_at	56666
9397_at	855255
8403_at	854327
84525_at	100101148
10691_at	853768
7097_at	852582
6923_at	850304
164781_at	269033
7699_at	856148
3032_at	853617
162239_at	74440
6446_at	851596
55105_at	4774
54538_at	993
5609_at	856861
57758_at	146434
54986_at	78999
6016_at	852068
51115_at	55898
114787_at	58800
59336_at	408
80737_at	10409
6569_at	851484
7433_at	852216
438_at	5566
79696_at	5379
7419_at	852247
10658_at	853781
1264_at	5771
254263_at	828448
84750_at	149650
8366_at	854336
7293_at	852362
51062_at	23307
7224_at	852431
8620_at	854076
7410_at	852238
79640_at	285331
5049_at	852822
8692_at	854023
8822_at	855800
10516_at	853918
7479_at	852167
5635_at	856793
6251_at	851827
5264_at	852643
150383_at	42669
81704_at	5887
11091_at	853379
84240_at	143662
9610_at	855048
4759_at	853154
7227_at	852433
151613_at	33863
57545_at	283373
11212_at	853268
5216_at	852663
79047_at	9855
64901_at	400
6702_at	851321
79873_at	5136
1009_at	3094
6717_at	851362
1198_at	1910
4824_at	853079
8888_at	855725
10169_at	850885
11157_at	853304
51148_at	55973
64096_at	10885
84105_at	84915
57520_at	132241
54429_at	84206
6901_at	850326
6374_at	851667
130340_at	74062
9391_at	855294
55532_at	221191
1209_at	7189
84838_at	101930112
54902_at	94241
1048_at	6258
56944_at	85313
6554_at	851471
4435_at	856498
183_at	4133
245937_at	832095
8662_at	853993
8383_at	854353
6608_at	851434
1326_at	843
4084_at	854819
4225_at	854675
54474_at	149134
269_at	8638
6547_at	851509
57575_at	440823
222255_at	57716
10625_at	853792
9946_at	851082
6710_at	851354
165679_at	67538
255031_at	826533
115572_at	380714
10335_at	850652
54977_at	222698
94274_at	77891
144132_at	34603
146771_at	35733
1117_at	978
8241_at	854483
154442_at	39907
58488_at	79269
9993_at	851034
5718_at	856738
4846_at	853049
137886_at	22419
10552_at	853906
55605_at	867
5686_at	856753
10219_at	850790
51733_at	100505761
130951_at	105450
6891_at	850372
4782_at	853130
83943_at	347404
5980_at	852077
90019_at	54546
256710_at	822736
85015_at	54971
148_at	22936
1395_at	389
9334_at	855329
64419_at	81553
8664_at	853995
8576_at	854126
114882_at	98823
4087_at	854822
56548_at	57085
56961_at	79177
51078_at	196541
959_at	998
7786_at	856095
149643_at	41292
56952_at	8568
9333_at	855328
64328_at	55856
983_at	6300
10117_at	850922
54913_at	55796
11179_at	853281
115677_at	109202
222663_at	55781
7398_at	852226
94086_at	16187
8228_at	854516
51351_at	7170
203430_at	23593
115416_at	100336
5189_at	852685
9766_at	854920
55602_at	9330
55311_at	440556
151246_at	5740325
79879_at	1441
10533_at	853886
203447_at	5711
57586_at	65062
6318_at	851752
7733_at	856137
165186_at	229279
140886_at	320360
81857_at	26122
5321_at	850601
81608_at	9674
60558_at	414152
79684_at	163589
6362_at	851705
6835_at	850414
255130_at	826374
64965_at	79572
5562_at	856916
1833_at	1017
5579_at	856882
6636_at	851416
8900_at	855687
84282_at	84265
220064_at	100506124
117_at	3310
252983_at	829954
57175_at	55766
135114_at	216766
153218_at	37537
4176_at	854718
9372_at	855273
9223_at	1466501
1137_at	6575
128821_at	66975
57144_at	140467
54566_at	10691
10125_at	850887
6814_at	850436
10056_at	850956
1789_at	10987
4250_at	854655
9540_at	855123
1491_at	5806
1953_at	7422
4221_at	854671
117196_at	20947
146310_at	34703
203190_at	100616403
246312_at	840083
11104_at	853347
10049_at	850996
164127_at	381338
6441_at	851591
4999_at	852910
4986_at	852896
55366_at	81502
8503_at	854195
384_at	5699
5683_at	856750
203_at	2624
9722_at	854898
8537_at	854184
140701_at	225743
143684_at	43651
55695_at	100329109
10960_at	853539
51705_at	26137
113452_at	109019
84669_at	54891
728_at	284217
144568_at	31537
93587_at	11750
64343_at	286140
55509_at	124535
135927_at	56543
1140_at	3682
93010_at	54633
6290_at	851768
151647_at	3346176
9901_at	851126
55071_at	50640
79447_at	55287
130827_at	52481
166752_at	66530
7694_at	856188
81029_at	400258
6573_at	851445
64397_at	54749
4841_at	853098
5690_at	856757
10313_at	850704
5187_at	852683
64427_at	154467
84419_at	11261
1750_at	2193
4124_at	854764
11122_at	853365
9992_at	851033
154810_at	39265
5744_at	856716
337_at	8505
117153_at	209446
10566_at	853872
6208_at	851882
5521_at	856920
10329_at	850646
79573_at	483
51321_at	84079
1114_at	652
6588_at	851460
84765_at	10673
51816_at	55105
84307_at	101928113
4316_at	856609
90204_at	283537
957_at	409
10350_at	850694
961_at	4763
554_at	11214
6121_at	851935
84911_at	10265
409_at	10971
150274_at	42451
978_at	604
79876_at	23096
4783_at	853131
7869_at	855993
1014_at	5428
1761_at	5157
10144_at	850903
4710_at	853197
155066_at	39174
8367_at	854337
1557_at	5058
8506_at	854198
55970_at	266977
257357_at	818704
57037_at	3799
8456_at	854286
1027_at	1302
5596_at	856847
51550_at	90634
6888_at	850369
81603_at	100507059
115004_at	217944
60401_at	101927157
94241_at	71743
5111_at	852794
140890_at	72194
10073_at	850973
5376_at	850536
4863_at	853071
5009_at	852876
65057_at	2037
113246_at	100041194
153527_at	32098
7405_at	852233
191_at	100129528
90113_at	100128025
54780_at	116039
7366_at	852292
5332_at	850593
2161_at	853149
10488_at	853937
8452_at	854282
93426_at	320817
3975_at	854583
54885_at	51496
8322_at	854386
80344_at	1630
54988_at	53842
1200_at	2736
1285_at	4750
304_at	6655
6276_at	851805
57465_at	23262
65979_at	100529209
9771_at	854924
420_at	4158
6904_at	850329
7411_at	852239
58487_at	60676
256302_at	843287
57708_at	57226
1734_at	7043
84524_at	84628
132_at	5613
10660_at	853782
5121_at	852756
8541_at	854188
4337_at	856582
55257_at	23627
222662_at	79660
1208_at	5753
54221_at	54963
2247_at	852636
10973_at	853502
56287_at	28996
4320_at	856614
79725_at	101927049
6707_at	851326
4763_at	853158
8615_at	854071
55763_at	23786
84662_at	55761
1528_at	116828
7678_at	856171
6878_at	850355
9044_at	855552
6892_at	850373
260293_at	842671
10153_at	850870
10586_at	853847
57478_at	29115
81875_at	157381
6102_at	851963
5788_at	856664
55640_at	9180
7840_at	856010
8717_at	854000
94056_at	20249
10647_at	853770
57089_at	728554
84945_at	4088
57094_at	23670
7692_at	856186
150590_at	43079
79644_at	101929704
2914_at	851030
4154_at	854747
5042_at	852864
1141_at	4161
10927_at	853550
58190_at	199990
6415_at	851616
5339_at	850601
9635_at	855026
9536_at	855119
7884_at	855962
149499_at	50003
4708_at	853195
64115_at	55596
7376_at	852252
481_at	54861
5937_at	852124
51744_at	90139
10520_at	853922
55662_at	79591
11232_at	853244
10206_at	850823
55621_at	79269
220416_at	79895
4908_at	853014
7844_at	856014
4161_at	854755
153469_at	34356
7100_at	852585
9390_at	855293
55065_at	57787
9047_at	855555
79637_at	59350
56246_at	5209
53829_at	284611
5563_at	856917
1031_at	6732
229_at	10153
6553_at	851470
6470_at	851572
4817_at	853121
83658_at	64981
6404_at	851653
55752_at	54606
144402_at	31226
146059_at	34224
54970_at	83637
10179_at	850841
57727_at	51231
5027_at	852848
9031_at	855538
6331_at	851718
10060_at	850962
7367_at	852293
7903_at	855936
5636_at	856794
65975_at	83699
116447_at	215748
8905_at	855692
6694_at	851312
80817_at	27341
240_at	6723
221301_at	80737
7767_at	856076
5143_at	852731
8227_at	854515
51352_at	753
78999_at	29995
57684_at	27343
4988_at	852898
54620_at	84294
50834_at	768211
84141_at	81621
57002_at	55839
10536_at	853889
83547_at	29958
10938_at	853562
4889_at	852991
10256_at	850781
54551_at	140688
55862_at	92747
53353_at	10466
6508_at	851517
137872_at	74340
8896_at	855681
9422_at	855235
84636_at	79149
90411_at	100996579
1573_at	5155
83694_at	64419
151760_at	36577
150147_at	42230
80781_at	100652988
7314_at	852335
109_at	10244
266655_at	817129
8202_at	854540
902_at	2048
147991_at	38195
55690_at	90522
64063_at	55622
10062_at	850964
5967_at	852109
84803_at	26040
90332_at	144453
51186_at	84961
8837_at	855769
4778_at	853127
55744_at	80131
116444_at	106931
10159_at	850876
5030_at	852851
7980_at	855877
55508_at	154150
7760_at	856117
64344_at	3916
5520_at	856919
79144_at	100506486
925_at	10437
10553_at	853908
11218_at	853222
55276_at	729995
10154_at	850871
5968_at	852110
10580_at	853841
84300_at	8463
149986_at	41932
8563_at	854163
5359_at	850572
143570_at	33229
9356_at	855304
148327_at	38819
153643_at	42182
7584_at	856263
8697_at	853983
9989_at	851030
152118_at	35859
10567_at	853873
8351_at	854369
5602_at	856854
7057_at	852587
148362_at	38876
79698_at	113828
91703_at	254102
5427_at	850491
6515_at	851524
4938_at	852948
8170_at	854553
154796_at	40510
84904_at	400643
145845_at	33804
4916_at	852971
88455_at	165055
5194_at	852689
203228_at	5050
146439_at	35107
8493_at	854231
81706_at	79026
57728_at	100130522
9173_at	855405
9367_at	855316
11064_at	853398
8993_at	855594
57862_at	80024
8313_at	854421
7988_at	855885
8504_at	854196
7325_at	852348
1478_at	3702
152641_at	31392
9203_at	855389
57105_at	57092
160492_at	66942
8398_at	854322
2149_at	853131
9534_at	855117
116254_at	64654
81619_at	64224
51060_at	79872
142940_at	41314
53828_at	126917
758_at	5739
56894_at	23682
7771_at	856080
201181_at	2773
9129_at	855456
55527_at	100506840
4726_at	1466456
57590_at	144100
55930_at	131870
11092_at	853381
64216_at	767811
55210_at	1045
83639_at	23090
54806_at	4775
11079_at	853367
7173_at	852469
54952_at	64319
51087_at	2130
55177_at	283933
51091_at	150368
4123_at	854813
6430_at	851633
134285_at	231912
154141_at	43728
272_at	2922
7539_at	856317
4839_at	853096
57060_at	23381
116511_at	74670
9958_at	851092
54877_at	5362
8809_at	855787
10480_at	853974
57214_at	22861
10752_at	853687
1053_at	5982
8030_at	855863
57126_at	55553
54991_at	56204
81794_at	54014
4958_at	852919
7442_at	852225
6372_at	851667
55709_at	57510
10093_at	850946
7429_at	852212
54487_at	167227
64102_at	100528007
6223_at	851845
11000_at	853479
7625_at	856255
80329_at	27125
9364_at	855312
148254_at	38684
84076_at	84932
517_at	26226
8001_at	855827
1207_at	1021
142891_at	33022
54978_at	10166
1814_at	7048
3938_at	852209
81555_at	55034
11086_at	853374
353_at	23760
112487_at	75452
408_at	2919
9704_at	854953
57291_at	402665
254887_at	826783
8242_at	854484
79053_at	374443
147323_at	246627
53335_at	53405
114769_at	216739
4086_at	854821
9409_at	855266
8344_at	854360
57673_at	26084
253430_at	829378
7068_at	852598
11135_at	853332
10943_at	853522
4828_at	853083
2306_at	851602
303_at	6654
8321_at	854385
51706_at	4747
93668_at	18292
84224_at	253738
4477_at	856444
55840_at	23499
145483_at	33130
57529_at	55970
84460_at	100529855
5775_at	856650
9723_at	854899
84614_at	59274
356_at	3835
8916_at	855653
8434_at	854264
146880_at	53558
5646_at	856804
51759_at	124961
163688_at	72649
11103_at	853346
6049_at	852007
57513_at	1821
255480_at	827953
117195_at	320615
1468_at	10131
81602_at	100505975
81551_at	643314
152225_at	33265
164237_at	13992
138009_at	67154
84060_at	124245
55194_at	9063
6315_at	851747
84688_at	100130219
10333_at	850650
94005_at	73078
146861_at	35915
9153_at	855430
11119_at	853362
2006_at	3718
10379_at	850675
57178_at	64928
8660_at	853991
151888_at	40541
1657_at	5801
55966_at	338557
9508_at	855139
8607_at	854111
5110_at	852793
53346_at	729993
53940_at	84279
9555_at	855092
6302_at	851734
9644_at	854988
9501_at	855177
140711_at	75788
7286_at	852356
8437_at	854267
10741_at	853677
4162_at	854756
9371_at	855272
55034_at	359948
6894_at	850319
152195_at	40657
79175_at	203328
55388_at	57565
6319_at	851753
5097_at	852778
256764_at	822589
79600_at	23189
1512_at	1859
10100_at	850953
705_at	4524
142910_at	46187
112476_at	227867
11030_at	853464
84162_at	8654
10957_at	853536
55636_at	187
11037_at	853422
6369_at	851664
10970_at	853498
55539_at	5873
8634_at	854091
8340_at	854403
55585_at	5738
219902_at	23743
4157_at	854750
63931_at	752014
51244_at	84624
4208_at	854704
10296_at	850733
90784_at	55251
55716_at	55254
153129_at	36617
90624_at	23025
85364_at	60495
382_at	5531
4296_at	1466526
1071_at	2624
128646_at	320541
85413_at	100499227
90701_at	5450
115825_at	140721
90632_at	101927822
9184_at	854029
6655_at	851389
129285_at	100041596
80205_at	206358
113201_at	66690
65055_at	100131347
7137_at	852528
148268_at	38711
1622_at	5606
147906_at	38011
1087_at	2057
55647_at	83638
7284_at	852353
9940_at	851121
222161_at	10003
114821_at	16565
89866_at	5337
9918_at	851099
162998_at	231769
84132_at	100131262
6500_at	851557
7423_at	852205
1379_at	1969
8382_at	854352
60684_at	221294
6844_at	850423
165545_at	58998
81892_at	123970
51654_at	79718
161_at	9366
5934_at	851919
81847_at	5241
1001_at	7075
54345_at	11341
6721_at	851366
10866_at	853600
7133_at	852525
10092_at	850945
7644_at	856228
51147_at	23085
56929_at	55740
941_at	5694
55658_at	254863
1300_at	7516
64919_at	80851
64946_at	191585
166012_at	67760
6392_at	851640
116969_at	12402
10223_at	850794
56660_at	444
112724_at	246179
55601_at	124935
117145_at	668661
6609_at	851435
54859_at	51287
147872_at	37928
6833_at	850412
9429_at	855242
172_at	3635
57623_at	79803
84934_at	56265
56953_at	79868
9853_at	851170
5067_at	852842
4126_at	854766
80019_at	26167
91746_at	4254
116983_at	211134
1307_at	7507
4781_at	853129
9476_at	855200
114881_at	68477
7732_at	856136
8559_at	854159
160418_at	229725
54567_at	80025
688_at	5700
9712_at	854887
51778_at	85364
8455_at	854285
1806_at	4168
81566_at	23627
57626_at	221393
4860_at	853064
4209_at	854706
83666_at	8545
57470_at	26235
55825_at	196385
4088_at	854824
79071_at	387921
57611_at	57107
167410_at	75483
11320_at	851260
10949_at	853528
9761_at	854915
84886_at	2566
133_at	1075
93474_at	72560
1733_at	654
6344_at	851731
51657_at	116983
7871_at	855995
7150_at	852493
163131_at	67064
64409_at	9985
5539_at	856762
8614_at	854119
1054_at	5984
114884_at	52701
201516_at	6723
5778_at	856653
51272_at	81578
150094_at	42132
10277_at	850757
4810_at	853114
10992_at	853472
64981_at	3480
2597_at	855854
63941_at	2521
256949_at	821441
10991_at	853471
9533_at	855116
2700_at	854073
831_at	1662
4982_at	852893
5582_at	856885
56926_at	57190
259307_at	819687
9854_at	851171
7464_at	852200
94025_at	26446
10745_at	853680
9698_at	854946
2026_at	100506403
258_at	4049
9146_at	855423
7965_at	855906
9625_at	855015
113878_at	13875
253769_at	828974
84140_at	642236
7278_at	852394
8471_at	854256
254268_at	828403
4928_at	852984
129293_at	231805
6581_at	851453
146850_at	35896
91147_at	7328
9869_at	1466417
259173_at	821201
513_at	5607
6545_at	851507
9131_at	855458
4155_at	854748
5969_at	852111
55086_at	101928834
9057_at	855518
9636_at	855028
1917_at	5894
5408_at	850522
79694_at	388581
259286_at	820321
81537_at	158866
10178_at	850840
2998_at	853976
138255_at	67117
256957_at	820542
116843_at	56473
662_at	1660
259234_at	820334
144100_at	46813
10642_at	853811
2649_at	854383
116986_at	78070
643_at	8431
153657_at	36846
8718_at	854001
221302_at	28999
55844_at	64421
8880_at	855717
57415_at	6936
6671_at	851335
83394_at	9360
64757_at	10642
4092_at	854828
6517_at	851527
91050_at	100507577
10773_at	853644
1499_at	2339
3091_at	851602
93323_at	18824
10483_at	853977
7158_at	852502
10152_at	850869
10585_at	853846
84885_at	6509
8838_at	855771
57554_at	55421
6687_at	851306
923_at	8266
6507_at	851516
57683_at	64769
144406_at	31234
55567_at	8038
54807_at	59345
1826_at	388
9588_at	855080
1728_at	100532731
92285_at	16189
64065_at	23233
148229_at	38635
360_at	80271
51691_at	7079
57104_at	79144
10723_at	853707
193629_at	172846
51092_at	51131
4804_at	853108
221895_at	158747
57475_at	646778
571_at	4673
9086_at	855504
89822_at	408263
1463_at	5782
51176_at	9442
6628_at	851408
57713_at	10026
163778_at	67383
90333_at	100505495
8220_at	854508
257313_at	822259
57537_at	23143
8841_at	855774
83546_at	54581
9638_at	855030
1501_at	3479
59345_at	51230
1644_at	8668
80227_at	126626
207107_at	6121
256979_at	821657
10208_at	850825
926_at	4495
162540_at	67542
113179_at	67801
55571_at	79154
368_at	7162
651_at	6119
9529_at	855160
253558_at	829240
1524_at	5891
114043_at	21419
54625_at	102465495
836_at	5727
738_at	22978
93134_at	18164
255025_at	826580
6434_at	851637
53632_at	54437
7247_at	852408
8225_at	854513
1363_at	2263
51000_at	201294
54921_at	101929128
54505_at	9414
9873_at	851146
5145_at	852733
143241_at	35825
85004_at	57691
6431_at	851634
57717_at	8545
5284_at	1466401
3945_at	852916
83850_at	101927960
1032_at	3579
55781_at	2013
695_at	3371
81624_at	80255
5741_at	856713
131873_at	14395
9380_at	855282
6100_at	851962
114780_at	102626
4338_at	856583
8460_at	854246
10155_at	850872
9439_at	855207
5172_at	852713
51765_at	55253
90423_at	5099
145748_at	33623
5672_at	856785
51001_at	256309
57336_at	54089
993_at	7297
83448_at	64770
54843_at	84928
163175_at	66236
10321_at	850712
84676_at	55666
900_at	5332
84124_at	84552
57706_at	653190
9119_at	855446
60676_at	55056
51496_at	55867
160365_at	67204
84809_at	22820
9070_at	855532
148113_at	38427
161291_at	13131
92340_at	11548
114826_at	268390
10693_at	853723
55363_at	338620
64746_at	256536
222659_at	101180901
1312_at	5714
8915_at	855652
152002_at	38469
92211_at	665775
11041_at	853427
9605_at	855043
6617_at	851444
11194_at	853253
5238_at	852620
5134_at	852770
9466_at	855187
84328_at	84812
255520_at	828099
10915_at	853586
1454_at	4088
84824_at	64856
10481_at	853975
9361_at	855309
1983_at	894
208_at	1496
51768_at	283316
5593_at	856845
51292_at	146279
253039_at	829932
9892_at	851164
64922_at	54893
54606_at	54476
7750_at	856104
11172_at	853273
4968_at	852933
7428_at	852211
6283_at	851762
1906_at	79109
91748_at	147947
10286_at	850721
54716_at	50485
11226_at	853230
1376_at	3978
10137_at	850898
55707_at	10838
55578_at	57658
56906_at	11000
169792_at	381305
116372_at	67453
56998_at	653067
92421_at	72137
94104_at	21752
6322_at	851756
8568_at	854168
56606_at	1356
186_at	5563
85397_at	1588
4967_at	852932
6895_at	850320
7069_at	852599
9667_at	854964
83479_at	114294
219287_at	27345
9341_at	855336
148109_at	38423
916_at	5798
51195_at	10492
7169_at	852514
169714_at	26557
6314_at	851746
1278_at	558
142686_at	31840
84461_at	1213
51214_at	5317
51592_at	2128
6253_at	851829
6834_at	850413
931_at	1880
55223_at	7458
64093_at	387758
10278_at	850758
9068_at	855530
640_at	100852405
11228_at	853241
9509_at	855140
51319_at	2904
153222_at	32055
93129_at	13048
10598_at	853860
1469_at	9261
148479_at	39124
5019_at	852885
254528_at	827704
5995_at	852092
7704_at	856153
10213_at	850830
4855_at	853058
94107_at	13421
4485_at	856454
80854_at	84517
10618_at	853832
6132_at	851947
11176_at	853277
84107_at	259266
10778_at	853650
9620_at	855010
148223_at	38620
51207_at	80024
5957_at	852146
5100_at	852782
7852_at	856022
58511_at	51003
9556_at	855093
7441_at	852224
84868_at	219402
8445_at	854275
10762_at	853631
92181_at	11596
64127_at	84640
6659_at	851392
51143_at	27440
5966_at	852108
55654_at	100506710
11322_at	851262
64750_at	57587
10175_at	850837
10902_at	853573
255512_at	827505
149998_at	41961
10316_at	850707
51031_at	27230
4173_at	854715
55610_at	222171
989_at	4690
140894_at	70300
9551_at	855136
79177_at	10617
4857_at	853060
83706_at	100505806
56992_at	28977
5351_at	850561
10297_at	850734
10347_at	850691
8653_at	854063
51493_at	102723883
8675_at	854036
51009_at	26136
9108_at	855480
7726_at	856130
8526_at	854173
55033_at	159989
8458_at	854244
9522_at	855153
221442_at	4159
80127_at	200132
682_at	3445
11187_at	853290
6388_at	851686
10963_at	853542
10732_at	853716
79669_at	646484
145788_at	33693
116828_at	216991
363_at	5582
1183_at	6361
80831_at	90060
57130_at	7756
5575_at	856873
57716_at	57190
10209_at	850826
153579_at	34392
54676_at	91404
6370_at	851665
58492_at	79596
203074_at	653145
151516_at	317829
5096_at	852777
254863_at	826805
79017_at	441061
253738_at	828996
5327_at	850588
146556_at	35351
9477_at	855201
10054_at	851002
81894_at	374786
64105_at	9360
2744_at	855549
8938_at	855630
57826_at	821
51110_at	4774
79853_at	503569
5627_at	856832
8858_at	855744
140597_at	71163
145270_at	32778
57122_at	101669764
60493_at	26135
160762_at	109934
6357_at	851700
57622_at	55608
6150_at	851917
112744_at	381626
84065_at	80352
64963_at	2070
253962_at	828752
116135_at	11432
8555_at	854155
164091_at	619548
7181_at	852477
6722_at	851367
6691_at	851309
55620_at	7431
706_at	2908
55201_at	139411
256380_at	842986
55325_at	64764
55780_at	51205
10389_at	850684
5340_at	850602
6565_at	851481
64172_at	101928143
150684_at	43221
509_at	4089
80834_at	1452
54982_at	57162
6880_at	850358
55628_at	79590
79400_at	100874261
9376_at	855277
64708_at	11248
7089_at	852574
10522_at	853924
4807_at	853111
1021_at	3458
57226_at	63027
117248_at	76073
256223_at	842073
4004_at	854597
379_at	10190
6678_at	851340
54432_at	25886
84924_at	11154
7138_at	852529
1718_at	10109
65078_at	7068
10800_at	853668
1359_at	3605
54862_at	222658
57705_at	152185
64098_at	4641
9586_at	855078
9313_at	855353
51126_at	64344
2091_at	54361
8522_at	854214
5742_at	856714
51022_at	54796
9801_at	854908
57528_at	158326
55818_at	57666
84270_at	66004
80746_at	55125
10244_at	850769
678_at	251
84656_at	4547
10694_at	853724
5161_at	852701
57459_at	9987
4172_at	854714
8335_at	854398
56898_at	339451
51249_at	58155
3998_at	854593
54660_at	130916
10952_at	853531
55796_at	6334
128_at	1513
55791_at	51290
7779_at	856088
474_at	8526
9200_at	855386
11085_at	853373
80025_at	200205
140290_at	68020
4929_at	852985
57761_at	114614
55759_at	55149
147929_at	38064
55811_at	337882
161835_at	12309
8857_at	855743
8573_at	854123
9112_at	855485
55093_at	54480
55422_at	5817
5583_at	856886
332_at	7597
55109_at	84273
80167_at	26278
56675_at	2012
5711_at	856729
10279_at	850759
2359_at	851446
5673_at	856786
5816_at	856642
54753_at	79876
5129_at	852765
254251_at	828429
254956_at	826682
50640_at	51729
4795_at	853144
55667_at	6920
115352_at	22781
7166_at	852511
54891_at	84259
53938_at	51072
7139_at	852530
8440_at	854270
4112_at	854802
6183_at	851900
55733_at	51167
92906_at	13841
10990_at	853470
90799_at	6651
1437_at	5578
140612_at	278507
55556_at	140545
51287_at	23327
90933_at	53944
167465_at	237211
11338_at	851204
5990_at	852087
1780_at	2268
9342_at	855337
81533_at	162073
3973_at	854582
9592_at	855084
11339_at	851205
1729_at	8717
89884_at	4502
6594_at	851466
5726_at	856695
145957_at	117348
55013_at	9265
116115_at	67867
1938_at	6714
1017_at	2956
51130_at	55723
4246_at	854651
146852_at	35901
6019_at	852071
8613_at	854118
6456_at	851611
8518_at	854210
4854_at	853057
89790_at	2895
892_at	4071
10010_at	851002
1314_at	5707
55379_at	101930115
51144_at	55633
81605_at	4690
361_at	607
826_at	1654
66008_at	23433
94026_at	18976
8812_at	855789
8396_at	854320
81697_at	83450
4066_at	854848
114827_at	26377
5050_at	852823
84958_at	133584
8804_at	855782
7580_at	856312
221122_at	54979
9682_at	854980
84146_at	91828
187_at	5871
9101_at	855473
257144_at	822349
51018_at	440149
154215_at	36916
11033_at	853467
93432_at	57247
115703_at	407786
4486_at	856455
57540_at	64080
115950_at	791330
55668_at	5784
6641_at	851375
79781_at	100134423
9604_at	855042
7123_at	852561
9123_at	855450
6633_at	851413
55717_at	79819
10085_at	850938
114798_at	100038729
131408_at	278240
4588_at	3077355
51106_at	389203
55617_at	92906
145781_at	33683
54969_at	4209
54863_at	85025
55885_at	55737
91661_at	3762
1666_at	3439
9052_at	855515
7143_at	852533
113178_at	67445
50651_at	55105
114131_at	14586
138046_at	57905
7177_at	852472
11068_at	853405
1311_at	5692
1380_at	2252
148046_at	38306
6786_at	850453
8648_at	854058
8650_at	854060
147719_at	37625
10672_at	853748
4811_at	853115
11083_at	853371
163747_at	66983
58504_at	79153
10637_at	853806
79831_at	6239
54865_at	23603
9132_at	855459
8552_at	854152
5704_at	856722
9748_at	854877
1397_at	4296
57669_at	23554
57452_at	100132929
55720_at	81558
1776_at	6236
55006_at	203259
59339_at	10390
51399_at	420
153562_at	32878
80324_at	150290
6343_at	851730
9868_at	850642
51228_at	389677
10136_at	850898
9585_at	855077
56097_at	377677
1389_at	4311
149371_at	40751
64645_at	246243
10978_at	853508
3098_at	1466427
6688_at	851307
5201_at	852696
10391_at	850619
246176_at	832927
115761_at	68695
6925_at	850306
115795_at	77945
54985_at	1054
4761_at	853157
253260_at	829593
6036_at	852041
64855_at	144715
84701_at	11174
1263_at	3562
4093_at	854829
90592_at	79094
253635_at	829185
9500_at	855176
92552_at	66196
221391_at	50840
8392_at	854317
51079_at	10347
152098_at	32724
6725_at	851371
79872_at	285679
415_at	1399
6426_at	851627
5777_at	856652
116844_at	105892
11117_at	853359
8851_at	855737
56937_at	59274
